[ INFO] [2013-07-10 09:16:33]  [play.Logger] -Starting D:\www\iQuant\manage
	at play.mvc.ActionInvoker.invokeWithContinuation(ActionInvoker.java:557)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:508)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:484)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:479)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:161)
	... 1 more
Caused by: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.JsonParser.parse(JsonParser.java:65)
	at com.google.gson.JsonParser.parse(JsonParser.java:45)
	at play.libs.WS$HttpResponse.getJson(WS.java:660)
	... 7 more
Caused by: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.stream.JsonReader.syntaxError(JsonReader.java:1310)
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:390)
	at com.google.gson.JsonParser.parse(JsonParser.java:60)
	... 9 more
[ERROR] [2013-07-10 09:46:03]  [play.Logger] -Bad JSON: 
<!DOCTYPE html>

<html>
    <head>
        <title>Application error</title>
        <meta http-equiv="Content-Type" content="text/html; charset=utf-8"/>	
    </head>
    <body>
        
            

<style type="text/css">
    html, body {
        margin: 0;
        padding: 0;
        font-family: Helvetica, Arial, Sans;
        background: #EEEEEE;
    }
    .block {
        padding: 20px;
        border-bottom: 1px solid #aaa;
    }
    #header h1 {
        font-weight: normal;
        font-size: 28px;
        margin: 0;
    }
    #more {
        color: #666;
        font-size: 80%;
        border: none;
    }
    #header {
        background: #fcd2da;
    }
    #header p {
        color: #333;
    }
    #source {
        background: #f6f6f6;
    }
    #source h2 {
        font-weight: normal;
        font-size: 18px;
        margin: 0 0 10px 0;
    }
    #source .lineNumber {
        float: left;
        display: block;
        width: 40px;
        text-align: right;
        margin-right: 10px;
        font-size: 14px;
        font-family: monospace;
        background: #333;
        color: #fff;
    }
    #source .line {
        clear: both;
        color: #333;
        margin-bottom: 1px;
    }
    #source pre {
        font-size: 14px;
        margin: 0;
        overflow-x: hidden;
    }
    #source .error {
        color: #c00 !important;
    }
    #source .error .lineNumber {
        background: #c00;
    }
    #source a {
        text-decoration: none;
    }
    #source a:hover * {
        cursor: pointer !important;
    }
    #source a:hover pre {
        background: #FAFFCF !important;
    }
    #source em {
        font-style: normal;
        text-decoration: underline;
        font-weight: bold;
    }
    #source strong {
        font-style: normal;
        font-weight: bold;
    }
</style>


    <div id="header" class="block">
        <h1>
            Compilation error 
        </h1>
        
        <p>
            The file <strong>{module:iquantCommon}/app/util/QicConfigProperties.java</strong> could not be compiled.
Error raised is : <strong>bussiness.impl.SystemConfigService cannot be resolved</strong>
        </p>
        
        
    </div>
    
    <div id="source" class="block">
        <h2>In {module:iquantCommon}/app/util/QicConfigProperties.java (around line 4)</h2>
        
        
            
                <div class="line ">
                    <span class="lineNumber">1:</span>
                    <pre>&nbsp;package util;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">2:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">3:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line error">
                    <span class="lineNumber">4:</span>
                    <pre>&nbsp;import <em>bussiness.impl.SystemConfigService</em>;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">5:</span>
                    <pre>&nbsp;import models.iquantCommon.ConfigDto;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">6:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">7:</span>
                    <pre>&nbsp;import java.util.List;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">8:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">9:</span>
                    <pre>&nbsp;/**</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">10:</span>
                    <pre>&nbsp; * User: 刘建力(liujianli@gtadata.com))</pre>
                </div>
            
         
    </div>
    
    
    
    <div id="more" class="block">
        This exception has been logged with id <strong>6epo75eah</strong>
    </div>




        
        
    </body>
</html>

[ERROR] [2013-07-10 09:46:03]  [play.Logger] -

@6epo75h1l
Internal Server Error (500) for request POST /users/login?x-http-method-override=POST

Execution exception (In /app/controllers/Users.java around line 54)
RuntimeException occured : Cannot parse JSON (check logs)

play.exceptions.JavaExecutionException: Cannot parse JSON (check logs)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:237)
	at Invocation.HTTP Request(Play!)
Caused by: java.lang.RuntimeException: Cannot parse JSON (check logs)
	at play.libs.WS$HttpResponse.getJson(WS.java:663)
	at controllers.Users.login(Users.java:54)
	at play.mvc.ActionInvoker.invokeWithContinuation(ActionInvoker.java:557)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:508)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:484)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:479)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:161)
	... 1 more
Caused by: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.JsonParser.parse(JsonParser.java:65)
	at com.google.gson.JsonParser.parse(JsonParser.java:45)
	at play.libs.WS$HttpResponse.getJson(WS.java:660)
	... 7 more
Caused by: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.stream.JsonReader.syntaxError(JsonReader.java:1310)
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:390)
	at com.google.gson.JsonParser.parse(JsonParser.java:60)
	... 9 more
[ERROR] [2013-07-10 09:46:07]  [play.Logger] -Bad JSON: 
<!DOCTYPE html>

<html>
    <head>
        <title>Application error</title>
        <meta http-equiv="Content-Type" content="text/html; charset=utf-8"/>	
    </head>
    <body>
        
            

<style type="text/css">
    html, body {
        margin: 0;
        padding: 0;
        font-family: Helvetica, Arial, Sans;
        background: #EEEEEE;
    }
    .block {
        padding: 20px;
        border-bottom: 1px solid #aaa;
    }
    #header h1 {
        font-weight: normal;
        font-size: 28px;
        margin: 0;
    }
    #more {
        color: #666;
        font-size: 80%;
        border: none;
    }
    #header {
        background: #fcd2da;
    }
    #header p {
        color: #333;
    }
    #source {
        background: #f6f6f6;
    }
    #source h2 {
        font-weight: normal;
        font-size: 18px;
        margin: 0 0 10px 0;
    }
    #source .lineNumber {
        float: left;
        display: block;
        width: 40px;
        text-align: right;
        margin-right: 10px;
        font-size: 14px;
        font-family: monospace;
        background: #333;
        color: #fff;
    }
    #source .line {
        clear: both;
        color: #333;
        margin-bottom: 1px;
    }
    #source pre {
        font-size: 14px;
        margin: 0;
        overflow-x: hidden;
    }
    #source .error {
        color: #c00 !important;
    }
    #source .error .lineNumber {
        background: #c00;
    }
    #source a {
        text-decoration: none;
    }
    #source a:hover * {
        cursor: pointer !important;
    }
    #source a:hover pre {
        background: #FAFFCF !important;
    }
    #source em {
        font-style: normal;
        text-decoration: underline;
        font-weight: bold;
    }
    #source strong {
        font-style: normal;
        font-weight: bold;
    }
</style>


    <div id="header" class="block">
        <h1>
            Compilation error 
        </h1>
        
        <p>
            The file <strong>{module:iquantCommon}/app/util/QicConfigProperties.java</strong> could not be compiled.
Error raised is : <strong>bussiness.impl.SystemConfigService cannot be resolved</strong>
        </p>
        
        
    </div>
    
    <div id="source" class="block">
        <h2>In {module:iquantCommon}/app/util/QicConfigProperties.java (around line 4)</h2>
        
        
            
                <div class="line ">
                    <span class="lineNumber">1:</span>
                    <pre>&nbsp;package util;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">2:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">3:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line error">
                    <span class="lineNumber">4:</span>
                    <pre>&nbsp;import <em>bussiness.impl.SystemConfigService</em>;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">5:</span>
                    <pre>&nbsp;import models.iquantCommon.ConfigDto;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">6:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">7:</span>
                    <pre>&nbsp;import java.util.List;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">8:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">9:</span>
                    <pre>&nbsp;/**</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">10:</span>
                    <pre>&nbsp; * User: 刘建力(liujianli@gtadata.com))</pre>
                </div>
            
         
    </div>
    
    
    
    <div id="more" class="block">
        This exception has been logged with id <strong>6epo75eai</strong>
    </div>




        
        
    </body>
</html>

[ERROR] [2013-07-10 09:46:07]  [play.Logger] -

@6epo75h1m
Internal Server Error (500) for request POST /users/login?x-http-method-override=POST

Execution exception (In /app/controllers/Users.java around line 54)
RuntimeException occured : Cannot parse JSON (check logs)

play.exceptions.JavaExecutionException: Cannot parse JSON (check logs)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:237)
	at Invocation.HTTP Request(Play!)
Caused by: java.lang.RuntimeException: Cannot parse JSON (check logs)
	at play.libs.WS$HttpResponse.getJson(WS.java:663)
	at controllers.Users.login(Users.java:54)
	at play.mvc.ActionInvoker.invokeWithContinuation(ActionInvoker.java:557)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:508)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:484)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:479)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:161)
	... 1 more
Caused by: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.JsonParser.parse(JsonParser.java:65)
	at com.google.gson.JsonParser.parse(JsonParser.java:45)
	at play.libs.WS$HttpResponse.getJson(WS.java:660)
	... 7 more
Caused by: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.stream.JsonReader.syntaxError(JsonReader.java:1310)
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:390)
	at com.google.gson.JsonParser.parse(JsonParser.java:60)
	... 9 more
[ERROR] [2013-07-10 09:46:17]  [play.Logger] -Bad JSON: 
<!DOCTYPE html>

<html>
    <head>
        <title>Application error</title>
        <meta http-equiv="Content-Type" content="text/html; charset=utf-8"/>	
    </head>
    <body>
        
            

<style type="text/css">
    html, body {
        margin: 0;
        padding: 0;
        font-family: Helvetica, Arial, Sans;
        background: #EEEEEE;
    }
    .block {
        padding: 20px;
        border-bottom: 1px solid #aaa;
    }
    #header h1 {
        font-weight: normal;
        font-size: 28px;
        margin: 0;
    }
    #more {
        color: #666;
        font-size: 80%;
        border: none;
    }
    #header {
        background: #fcd2da;
    }
    #header p {
        color: #333;
    }
    #source {
        background: #f6f6f6;
    }
    #source h2 {
        font-weight: normal;
        font-size: 18px;
        margin: 0 0 10px 0;
    }
    #source .lineNumber {
        float: left;
        display: block;
        width: 40px;
        text-align: right;
        margin-right: 10px;
        font-size: 14px;
        font-family: monospace;
        background: #333;
        color: #fff;
    }
    #source .line {
        clear: both;
        color: #333;
        margin-bottom: 1px;
    }
    #source pre {
        font-size: 14px;
        margin: 0;
        overflow-x: hidden;
    }
    #source .error {
        color: #c00 !important;
    }
    #source .error .lineNumber {
        background: #c00;
    }
    #source a {
        text-decoration: none;
    }
    #source a:hover * {
        cursor: pointer !important;
    }
    #source a:hover pre {
        background: #FAFFCF !important;
    }
    #source em {
        font-style: normal;
        text-decoration: underline;
        font-weight: bold;
    }
    #source strong {
        font-style: normal;
        font-weight: bold;
    }
</style>


    <div id="header" class="block">
        <h1>
            Compilation error 
        </h1>
        
        <p>
            The file <strong>{module:iquantCommon}/app/util/QicConfigProperties.java</strong> could not be compiled.
Error raised is : <strong>bussiness.impl.SystemConfigService cannot be resolved</strong>
        </p>
        
        
    </div>
    
    <div id="source" class="block">
        <h2>In {module:iquantCommon}/app/util/QicConfigProperties.java (around line 4)</h2>
        
        
            
                <div class="line ">
                    <span class="lineNumber">1:</span>
                    <pre>&nbsp;package util;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">2:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">3:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line error">
                    <span class="lineNumber">4:</span>
                    <pre>&nbsp;import <em>bussiness.impl.SystemConfigService</em>;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">5:</span>
                    <pre>&nbsp;import models.iquantCommon.ConfigDto;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">6:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">7:</span>
                    <pre>&nbsp;import java.util.List;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">8:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">9:</span>
                    <pre>&nbsp;/**</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">10:</span>
                    <pre>&nbsp; * User: 刘建力(liujianli@gtadata.com))</pre>
                </div>
            
         
    </div>
    
    
    
    <div id="more" class="block">
        This exception has been logged with id <strong>6epo75eaj</strong>
    </div>




        
        
    </body>
</html>

[ERROR] [2013-07-10 09:46:17]  [play.Logger] -

@6epo75h1n
Internal Server Error (500) for request POST /users/login?x-http-method-override=POST

Execution exception (In /app/controllers/Users.java around line 54)
RuntimeException occured : Cannot parse JSON (check logs)

play.exceptions.JavaExecutionException: Cannot parse JSON (check logs)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:237)
	at Invocation.HTTP Request(Play!)
Caused by: java.lang.RuntimeException: Cannot parse JSON (check logs)
	at play.libs.WS$HttpResponse.getJson(WS.java:663)
	at controllers.Users.login(Users.java:54)
	at play.mvc.ActionInvoker.invokeWithContinuation(ActionInvoker.java:557)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:508)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:484)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:479)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:161)
	... 1 more
Caused by: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.JsonParser.parse(JsonParser.java:65)
	at com.google.gson.JsonParser.parse(JsonParser.java:45)
	at play.libs.WS$HttpResponse.getJson(WS.java:660)
	... 7 more
Caused by: com.google.gson.stream.MalformedJsonException: Expected EOF at line 1 column 11
	at com.google.gson.stream.JsonReader.syntaxError(JsonReader.java:1310)
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:390)
	at com.google.gson.JsonParser.parse(JsonParser.java:60)
	... 9 more
[ERROR] [2013-07-10 13:30:31]  [play.Logger] -

@6epo75h1o
Internal Server Error (500) for request POST /users/login?x-http-method-override=POST

Execution exception (In /app/controllers/Users.java around line 54)
RuntimeException occured : java.util.concurrent.ExecutionException: java.net.ConnectException: Connection refused: no further information to http://localhost:9800/api/loginWithoutCryp?u=admin&p=123456&mac=123456&pid=2

play.exceptions.JavaExecutionException: java.util.concurrent.ExecutionException: java.net.ConnectException: Connection refused: no further information to http://localhost:9800/api/loginWithoutCryp?u=admin&p=123456&mac=123456&pid=2
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:237)
	at Invocation.HTTP Request(Play!)
Caused by: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.net.ConnectException: Connection refused: no further information to http://localhost:9800/api/loginWithoutCryp?u=admin&p=123456&mac=123456&pid=2
	at play.libs.ws.WSAsync$WSAsyncRequest.get(WSAsync.java:215)
	at controllers.Users.login(Users.java:54)
	at play.mvc.ActionInvoker.invokeWithContinuation(ActionInvoker.java:557)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:508)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:484)
	at play.mvc.ActionInvoker.invokeControllerMethod(ActionInvoker.java:479)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:161)
	... 1 more
Caused by: java.util.concurrent.ExecutionException: java.net.ConnectException: Connection refused: no further information to http://localhost:9800/api/loginWithoutCryp?u=admin&p=123456&mac=123456&pid=2
	at com.ning.http.client.providers.netty.NettyResponseFuture.abort(NettyResponseFuture.java:297)
	at com.ning.http.client.providers.netty.NettyConnectListener.operationComplete(NettyConnectListener.java:104)
	at org.jboss.netty.channel.DefaultChannelFuture.notifyListener(DefaultChannelFuture.java:427)
	at org.jboss.netty.channel.DefaultChannelFuture.notifyListeners(DefaultChannelFuture.java:418)
	at org.jboss.netty.channel.DefaultChannelFuture.setFailure(DefaultChannelFuture.java:380)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.processSelectedKeys(NioClientBoss.java:108)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:78)
	at org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:313)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:41)
	at org.jboss.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
	at org.jboss.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:662)
Caused by: java.net.ConnectException: Connection refused: no further information to http://localhost:9800/api/loginWithoutCryp?u=admin&p=123456&mac=123456&pid=2
	at com.ning.http.client.providers.netty.NettyConnectListener.operationComplete(NettyConnectListener.java:100)
	... 12 more
Caused by: java.net.ConnectException: Connection refused: no further information
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:574)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.connect(NioClientBoss.java:148)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.processSelectedKeys(NioClientBoss.java:104)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:78)
	at org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:313)
	at org.jboss.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:41)
	... 3 more
[ INFO] [2013-07-10 13:55:01]  [play.Logger] -登陆处理返回json对象:{"success":true,"token":"a300faa311eb487b2f732fc526aa89aab3aa55603099d12d0cd30c54cd6023321bd01e326ad19a66882b033be4f0ea85"}
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -miss 用户-->角色
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -sql==
    SELECT
        ri.id,
        rid,
        ur.uid uid                     
    FROM
        user_role  ur                     
    LEFT JOIN
        role_info ri                     
            ON                             ur.rid=ri.id                     
    WHERE
        ur.uid=1
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -miss 角色-->权限
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -sql==
    SELECT
        fi.id AS id,
        fi.name,
        fi.pid,
        fi.pid fpid                     
    FROM
        role_function rf                      
    LEFT JOIN
        function_info fi                     
            ON                           rf.fid=fi.id                     
    WHERE
        rf.rid=1
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 13:55:07]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -sql==
    select
        count(*) 
    from
        ( SELECT
            a.`cdate`,
            b.`name`,
            a.`func`,
            a.`content`,
            a.`type`         
        FROM
            qic_db.`operation_log_info` a           
        INNER JOIN
            qic_db.`user_info` b             
                ON a.`uid` = b.`id` ) distTable
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -sql==
    SELECT
        a.`cdate`,
        b.`name`,
        a.`func`,
        a.`content`,
        a.`type`         
    FROM
        qic_db.`operation_log_info` a           
    INNER JOIN
        qic_db.`user_info` b             
            ON a.`uid` = b.`id`
    order by
        cdate desc limit 0,
        20
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 13:55:14]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -sql==
    select
        count(*) 
    from
        ( SELECT
            a.`cdate`,
            b.`name`,
            a.`func`,
            a.`content`,
            a.`type`         
        FROM
            qic_db.`operation_log_info` a           
        INNER JOIN
            qic_db.`user_info` b             
                ON a.`uid` = b.`id` ) distTable
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -sql==
    SELECT
        a.`cdate`,
        b.`name`,
        a.`func`,
        a.`content`,
        a.`type`         
    FROM
        qic_db.`operation_log_info` a           
    INNER JOIN
        qic_db.`user_info` b             
            ON a.`uid` = b.`id`
    order by
        cdate desc limit 0,
        20
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 13:55:21]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -sql==
    select
        count(*) 
    from
        ( SELECT
            a.`cdate`,
            b.`name`,
            a.`func`,
            a.`content`,
            a.`type`         
        FROM
            qic_db.`operation_log_info` a           
        INNER JOIN
            qic_db.`user_info` b             
                ON a.`uid` = b.`id` ) distTable
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -sql==
    SELECT
        a.`cdate`,
        b.`name`,
        a.`func`,
        a.`content`,
        a.`type`         
    FROM
        qic_db.`operation_log_info` a           
    INNER JOIN
        qic_db.`user_info` b             
            ON a.`uid` = b.`id`
    order by
        cdate desc limit 0,
        20
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 13:55:54]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -miss 用户-->角色
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -sql==
    SELECT
        ri.id,
        rid,
        ur.uid uid                     
    FROM
        user_role  ur                     
    LEFT JOIN
        role_info ri                     
            ON                             ur.rid=ri.id                     
    WHERE
        ur.uid=1
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -miss 角色-->权限
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -sql==
    SELECT
        fi.id AS id,
        fi.name,
        fi.pid,
        fi.pid fpid                     
    FROM
        role_function rf                      
    LEFT JOIN
        function_info fi                     
            ON                           rf.fid=fi.id                     
    WHERE
        rf.rid=1
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 14:03:45]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 14:06:30]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 14:06:30]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 15:45:33]  [play.Logger] -登陆处理返回json对象:{"success":true,"token":"aeda94541ee0d0d37f8092d3a59c928019b3c7007f008585d835e63dec1c9cf61bd01e326ad19a66882b033be4f0ea85"}
[ INFO] [2013-07-10 16:17:35]  [play.Logger] -登陆处理返回json对象:{"success":true,"token":"b8a54b81516e65d9e9d9e8997f296fc68fd22a64d5942844459379c6bb3fffc01bd01e326ad19a66882b033be4f0ea85"}
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -miss 用户-->角色
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==
    SELECT
        ri.id,
        rid,
        ur.uid uid                     
    FROM
        user_role  ur                     
    LEFT JOIN
        role_info ri                     
            ON                             ur.rid=ri.id                     
    WHERE
        ur.uid=1
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -miss 角色-->权限
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==
    SELECT
        fi.id AS id,
        fi.name,
        fi.pid,
        fi.pid fpid                     
    FROM
        role_function rf                      
    LEFT JOIN
        function_info fi                     
            ON                           rf.fid=fi.id                     
    WHERE
        rf.rid=1
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==
    select
        count(*) 
    from
        ( SELECT
            a.`cdate`,
            b.`name`,
            a.`func`,
            a.`content`,
            a.`type`         
        FROM
            qic_db.`operation_log_info` a           
        INNER JOIN
            qic_db.`user_info` b             
                ON a.`uid` = b.`id` ) distTable
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==
    SELECT
        a.`cdate`,
        b.`name`,
        a.`func`,
        a.`content`,
        a.`type`         
    FROM
        qic_db.`operation_log_info` a           
    INNER JOIN
        qic_db.`user_info` b             
            ON a.`uid` = b.`id`
    order by
        cdate desc limit 0,
        20
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 16:17:38]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 16:40:42]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 16:40:42]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 16:56:33]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 16:56:33]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 17:07:11]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 17:07:11]  [play.Logger] -hit 角色-->权限
[ INFO] [2013-07-10 17:07:12]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-07-10 17:07:12]  [play.Logger] -hit 角色-->权限
